Disease,description,workout,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Diet_1,Diet_2,Diet_3,Diet_4,Medication_1,Medication_2,Medication_3,Medication_4,Precaution_1,Precaution_2,Precaution_3,Precaution_4
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['continuous_sneez'],['shiver'],['chill'],['watering_from_ey'],"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['shiver'],['chill'],['watering_from_ey'],,"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['continuous_sneez'],['chill'],['watering_from_ey'],,"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['continuous_sneez'],['shiver'],['watering_from_ey'],,"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['continuous_sneez'],['shiver'],['chill'],,"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['shiver'],['chill'],['watering_from_ey'],,"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['continuous_sneez'],['chill'],['watering_from_ey'],,"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['continuous_sneez'],['shiver'],['watering_from_ey'],,"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['continuous_sneez'],['shiver'],['chill'],,"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['allergy'],"['allergy', 'immune', 'system', 'reac', 'substance', 'environ']","['avoid', 'allergenic', 'food']",['continuous_sneez'],['shiver'],['chill'],['watering_from_ey'],"['elimina', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['decongestant'],['epinephrine'],['corticosteroid'],"['app', 'calamine']","['cover', 'area', 'bandage']",,"['use', 'ice', 'compres', 'itch']"
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['acid'],['ulcers_on_tongue'],['vomit'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['ulcers_on_tongue'],['vomit'],['cough'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['acid'],['vomit'],['cough'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['acid'],['ulcers_on_tongue'],['cough'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['acid'],['ulcers_on_tongue'],['vomit'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['acid'],['ulcers_on_tongue'],['vomit'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['acid'],['ulcers_on_tongue'],['vomit'],['cough'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['ulcers_on_tongue'],['vomit'],['cough'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['acid'],['vomit'],['cough'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
['gerd'],"['gerd', 'gastroesophageal', 'reflux', 'disease', 'digestive', 'disorder', 'affect', 'lower', 'esophageal', 'sphincter']","['consume', 'smaller', 'meal']",['stomach_pain'],['acid'],['ulcers_on_tongue'],['cough'],"['low', 'acid', 'diet']","['fiber', 'rich', 'food']",['ginger'],['licorice'],"['proton', 'pump', 'inhibitor', 'ppi']","['h2', 'blocker']",['antacid'],['prokinetic'],"['avoid', 'fatty', 'spicy', 'food']","['avoid', 'ly', 'eat']","['maintain', 'healthy', 'weight']",['exercise']
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['vomit'],['yellowish_skin'],['nausea'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['vomit'],['yellowish_skin'],['nausea'],['loss_of_appetite'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['yellowish_skin'],['nausea'],['loss_of_appetite'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['vomit'],['nausea'],['loss_of_appetite'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['vomit'],['yellowish_skin'],['loss_of_appetite'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['vomit'],['yellowish_skin'],['nausea'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['vomit'],['yellowish_skin'],['nausea'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['vomit'],['yellowish_skin'],['nausea'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['vomit'],['yellowish_skin'],['nausea'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['chronic', 'cholestasi']","['chronic', 'cholestasi', 'condi', 'bile', 'flow', 'liver', 'reduc', 'prolong', 'period']","['consume', 'low', 'fat', 'diet']",['itch'],['vomit'],['yellowish_skin'],['nausea'],"['low', 'fat', 'diet']","['high', 'fiber', 'diet']","['lean', 'protein']","['whole', 'grain']","['ursodeoxycholic', 'acid']",['cholestyramine'],['methotrexate'],['corticosteroid'],"['cold', 'bath']","['anti', 'itch', 'medicine']","['consult', 'doctor']","['eat', 'healthy']"
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['skin_rash'],['stomach_pain'],['burning_micturi'],"['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['stomach_pain'],['burning_micturi'],"['spotting_', 'urina']","['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['skin_rash'],['burning_micturi'],"['spotting_', 'urina']","['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['skin_rash'],['stomach_pain'],"['spotting_', 'urina']","['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['skin_rash'],['stomach_pain'],['burning_micturi'],"['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['skin_rash'],['stomach_pain'],['burning_micturi'],"['spotting_', 'urina']","['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['stomach_pain'],['burning_micturi'],"['spotting_', 'urina']","['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['skin_rash'],['burning_micturi'],"['spotting_', 'urina']","['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['skin_rash'],['stomach_pain'],"['spotting_', 'urina']","['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['drug', 'reac']","['drug', 'reac', 'occur', 'body', 'react', 'adverse', 'medica']","['discontinue', 'offend', 'medica']",['itch'],['skin_rash'],['stomach_pain'],['burning_micturi'],"['antihistamine', 'diet']","['omega', '3', 'rich', 'food']","['vitamin', 'c', 'rich', 'food']","['quercetin', 'rich', 'food']",['antihistamin'],['epinephrine'],['corticosteroid'],['antibiotic'],"['stop', 'irrita']","['consult', 'nearest', 'hospital']","['stop', 'tak', 'drug']",['follow']
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['loss_of_appetite'],['abdominal_pain'],['passage_of_gas'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['indiges'],['abdominal_pain'],['passage_of_gas'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['indiges'],['loss_of_appetite'],['abdominal_pain'],['passage_of_gas'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['loss_of_appetite'],['abdominal_pain'],['passage_of_gas'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['indiges'],['abdominal_pain'],['passage_of_gas'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['indiges'],['loss_of_appetite'],['passage_of_gas'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['indiges'],['loss_of_appetite'],['abdominal_pain'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['indiges'],['loss_of_appetite'],['abdominal_pain'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['indiges'],['loss_of_appetite'],['abdominal_pain'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
"['peptic', 'ulcer', 'diseae']",,,['vomit'],['indiges'],['loss_of_appetite'],['abdominal_pain'],,,,,,,,,"['avoid', 'fatty', 'spicy', 'food']","['consume', 'probiotic', 'food']","['eliminate', 'milk']","['limit', 'alcohol']"
